X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
346,357,900068,900098,182,29,30,22232,115,133,1370,0,1,40,0.5051,0.4485,0.3667,0.008,0.3793,1.0,1.0,2.2601,1.0414,1.4771,0.6333,-0.0457,0.5461,1
43,193,2368032,2368203,9892,682,424,1130960,42,140,1402,0,1,40,0.0613,0.6144,0.8772,0.107,0.2199,0.4033,1.0,3.9953,2.1761,2.233,0.1228,-0.1068,1.0,0
1115,1130,817076,817090,140,21,14,13836,58,135,1690,1,0,150,0.6627,0.3333,0.9333,0.0089,0.7143,1.0,0.0,2.1461,1.1761,1.1461,-0.0667,-0.2279,0.3509,1
41,206,1721788,1721968,12051,631,390,1383987,33,140,1402,0,1,40,0.0585,0.5942,0.9167,0.1177,0.2615,0.4615,1.0,4.081,2.2175,2.2553,0.0833,-0.1028,1.0,0
39,216,2201440,2201499,5933,312,167,614522,38,125,1356,0,1,40,0.0575,0.4319,0.3333,0.1305,0.5673,0.3533,0.0,3.7733,2.248,1.7708,-0.6667,-0.1908,1.0,0
39,194,498190,498252,5877,211,110,612067,47,126,1358,0,1,40,0.0574,0.3884,0.4,0.1141,0.7346,0.5636,0.0,3.7692,2.1903,1.7924,-0.6,-0.1864,1.0,0
39,214,1527208,1527274,6661,247,133,686124,41,133,1356,0,1,40,0.0575,0.4233,0.3771,0.1291,0.7085,0.4962,0.0,3.8235,2.243,1.8195,-0.6229,-0.1953,1.0,0
1159,1169,301412,301420,66,12,8,7164,87,135,1690,1,0,150,0.6166,0.175,0.8,0.0059,0.8333,1.0,0.0,1.8195,1.0,0.9031,-0.2,-0.152,0.1852,1
413,426,2727673,2727684,71,13,11,7264,84,118,1623,1,0,100,0.5089,0.5035,0.8461,0.008,1.0,1.0,0.0,1.8513,1.1139,1.0414,-0.1539,-0.2007,0.257,1
238,354,87744,87794,3288,191,114,260660,36,103,1664,0,1,40,0.2861,0.4331,0.431,0.0697,0.6073,0.4386,0.0,3.5169,2.0645,1.699,-0.569,-0.3807,1.0,0
50,181,345580,345626,3666,161,78,379668,43,125,1360,0,1,40,0.0735,0.3916,0.3512,0.0963,0.8137,0.5897,0.0,3.5642,2.1173,1.6628,-0.6489,-0.1909,1.0,0
1271,1301,9831578,9831856,2962,231,284,342202,101,127,1362,0,1,40,0.0896,0.6448,0.1079,0.022,0.1299,0.9789,1.0,3.4716,1.4771,2.444,0.8921,-0.0974,1.0,1
449,588,1019477,1019497,1107,155,85,128883,107,126,1353,0,1,70,0.6637,0.6018,0.1439,0.1027,0.8968,0.2353,0.0,3.0442,2.143,1.301,-0.8561,-0.0904,1.0,1
39,194,2265059,2265115,5702,214,118,601643,47,127,1402,0,1,40,0.0556,0.3431,0.3613,0.1106,0.7243,0.4746,0.0,3.756,2.1903,1.7482,-0.6387,-0.1757,1.0,0
1188,1202,142256,142260,34,14,5,4385,121,143,1366,0,1,60,0.2401,0.3929,0.2857,0.0103,1.0,0.8,0.0,1.5315,1.1461,0.6021,-0.7143,0.0076,0.1622,1
25,33,3277804,3277821,91,15,17,10957,105,141,1658,1,0,100,0.0302,0.3309,0.4706,0.0048,0.5333,1.0,1.0,1.959,0.9031,1.2305,0.5294,-0.0593,0.2482,1
525,563,1054602,1054610,170,44,15,21321,118,134,1687,0,1,200,0.6224,0.4408,0.2105,0.0225,0.8636,0.5333,0.0,2.2304,1.5798,0.9031,-0.7895,-0.0202,0.5029,1
52,174,281656,281703,3703,187,94,384266,37,126,1362,0,1,40,0.0764,0.3542,0.3853,0.0896,0.6524,0.5,0.0,3.5686,2.0864,1.6721,-0.6148,-0.1893,1.0,0
556,564,1146657,1146672,108,12,15,11491,87,126,1626,0,1,120,0.6839,0.1,0.5333,0.0049,0.6667,1.0,1.0,2.0334,0.9031,1.1761,0.4667,-0.1688,0.2288,1
39,186,2229552,2229707,9484,655,382,1083941,41,141,1400,0,1,40,0.0557,0.5838,0.9484,0.105,0.2244,0.4058,1.0,3.977,2.1673,2.1903,0.0516,-0.1071,1.0,0
618,625,2172852,2172874,105,16,23,12094,106,125,1366,0,1,100,0.9048,0.3182,0.3182,0.0051,0.4375,0.9565,1.0,2.0212,0.8451,1.3424,0.6818,-0.1001,0.2712,1
1677,1688,2086458,2086470,81,14,12,4712,14,87,1692,1,0,70,0.0047,0.3864,0.9167,0.0065,0.7857,1.0,1.0,1.9085,1.0414,1.0792,0.0833,-0.5455,0.2432,1
1325,1332,1564451,1564476,97,19,25,11608,111,133,1354,0,1,40,0.0325,0.4457,0.28,0.0052,0.3684,1.0,1.0,1.9868,0.8451,1.3979,0.72,-0.0651,0.2998,1
0,9,35152,35164,61,10,12,10855,168,189,1387,0,1,40,0.0,0.4352,0.75,0.0065,0.9,1.0,1.0,1.7853,0.9542,1.0792,0.25,0.3902,0.215,0
0,14,1041924,1042036,862,37,113,69375,63,101,1687,1,0,80,0.0,0.4503,0.125,0.0083,0.3784,0.9912,1.0,2.9355,1.1461,2.0492,0.875,-0.3712,0.9998,1
97,107,2770166,2770177,70,19,14,8127,104,127,1356,1,0,70,0.1431,0.3636,0.9091,0.0074,0.5263,0.7857,1.0,1.8451,1.0,1.0414,0.0909,-0.093,0.2173,1
0,223,500276,500482,21987,1050,684,2638402,21,143,1398,0,1,40,0.0,0.5214,0.9238,0.1595,0.2124,0.3012,0.0,4.3422,2.3483,2.3139,-0.0762,-0.0625,1.0,0
328,335,322285,322292,33,8,7,3806,102,134,1688,1,0,150,0.3886,0.3265,1.0,0.0041,0.875,1.0,0.5,1.5185,0.8451,0.8451,0.0,-0.099,0.156,1
1212,1220,198764,198776,74,12,12,13025,163,188,1387,0,1,40,0.2408,0.2292,0.6667,0.0058,0.6667,1.0,1.0,1.8692,0.9031,1.0792,0.3333,0.3751,0.2018,0
452,922,4652868,4652894,6670,501,171,724380,85,134,1356,1,0,100,0.6401,0.4542,0.0553,0.3466,0.9381,0.1521,0.0,3.8241,2.6721,1.415,-0.9447,-0.1515,1.0,1
51,175,249693,249742,3631,179,96,378154,45,125,1362,0,1,40,0.0749,0.4024,0.3952,0.091,0.6927,0.5104,0.0,3.56,2.0934,1.6902,-0.6048,-0.1864,1.0,0
221,245,638591,638600,72,36,12,9217,120,140,1352,0,1,40,0.3269,0.6667,0.375,0.0178,0.6667,0.75,0.0,1.8573,1.3802,0.9542,-0.625,0.0001,0.3601,1
1279,1288,435870,435883,96,9,13,14369,128,164,1387,0,1,40,0.1427,0.1795,0.6923,0.0065,1.0,1.0,1.0,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253,0
1315,1321,2396372,2396392,58,15,20,7385,116,141,1352,0,1,40,0.0459,0.5167,0.3,0.0044,0.4,1.0,1.0,1.7634,0.7782,1.301,0.7,-0.0052,0.2288,1
1175,1208,70457,70478,288,62,34,27785,84,127,1356,0,1,40,0.2183,0.5844,0.6364,0.0243,0.5323,0.6176,0.0,2.4594,1.5185,1.3222,-0.3636,-0.2463,0.9312,1
103,161,157419,157529,2463,262,168,312375,116,140,1360,0,1,40,0.1515,0.614,0.5273,0.0426,0.2214,0.6548,1.0,3.3915,1.7634,2.0414,0.4727,-0.0092,1.0,0
41,199,2421293,2421350,5593,239,133,593650,42,127,1402,0,1,40,0.0585,0.379,0.3608,0.1127,0.6611,0.4286,0.0,3.7476,2.1987,1.7559,-0.6392,-0.1708,1.0,0
860,866,10624922,10624934,49,9,13,5907,115,132,1360,0,1,40,0.7265,0.3194,0.5,0.0044,0.6667,0.9231,1.0,1.6902,0.7782,1.0792,0.5,-0.0582,0.1773,1
39,200,718174,718237,6181,209,117,638448,44,127,1356,0,1,40,0.0575,0.3906,0.3913,0.1187,0.7703,0.5385,0.0,3.7911,2.2068,1.7993,-0.6087,-0.193,1.0,0
41,210,4383746,4383803,5499,298,138,581466,43,125,1358,0,1,40,0.0604,0.4291,0.3373,0.1244,0.5671,0.413,0.0,3.7403,2.2279,1.7559,-0.6627,-0.1739,1.0,0
300,312,1430061,1430075,83,15,14,9956,101,134,1652,1,0,70,0.3632,0.5059,0.8571,0.0073,0.8,1.0,1.0,1.9191,1.0792,1.1461,0.1429,-0.0629,0.2901,1
241,360,3711661,3711800,7080,492,293,773694,43,140,1666,0,1,40,0.2893,0.572,0.8561,0.0714,0.2419,0.4744,1.0,3.85,2.0756,2.143,0.1439,-0.1463,1.0,0
699,708,86285,86296,57,11,12,10612,179,197,1353,0,1,200,0.9534,0.4242,0.8182,0.0066,0.8182,0.9167,1.0,1.7559,0.9542,1.0414,0.1818,0.4545,0.2051,1
41,219,1221106,1221276,15601,865,517,1835252,23,143,1400,0,1,40,0.0586,0.4844,0.9551,0.1271,0.2058,0.3288,0.0,4.1932,2.2504,2.2304,-0.0449,-0.081,1.0,0
98,168,395521,395722,8035,189,214,782154,80,134,1360,0,1,200,0.1441,0.4289,0.3483,0.0515,0.3704,0.9392,1.0,3.905,1.8451,2.3032,0.6517,-0.2395,1.0,1
211,615,2277118,2277134,3256,417,106,345545,89,127,1356,0,1,40,0.3112,0.4963,0.0396,0.2979,0.9688,0.1509,0.0,3.5127,2.6064,1.2041,-0.9604,-0.1709,1.0,1
1105,1130,2240686,2240690,57,25,8,5917,92,117,1364,1,0,80,0.3431,0.43,0.16,0.0183,1.0,0.5,0.0,1.7559,1.3979,0.6021,-0.84,-0.189,0.2061,1
919,928,578380,578392,88,10,13,14808,148,182,1387,0,1,40,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1.0,1.9445,0.9542,1.0792,0.25,0.3146,0.215,0
23,43,2985008,2985026,170,42,20,19738,107,125,1364,0,1,40,0.0337,0.5278,0.9,0.0147,0.4762,0.9,0.0,2.2304,1.301,1.2553,-0.1,-0.0929,0.5951,1
220,229,3094414,3094424,54,10,10,6091,104,124,1692,0,1,70,0.26,0.4,0.9,0.0053,0.9,1.0,1.0,1.7324,0.9542,1.0,0.1,-0.1188,0.1954,1
462,472,10369596,10369620,150,17,24,17768,105,132,1360,0,1,40,0.6794,0.375,0.4167,0.0074,0.5882,1.0,1.0,2.1761,1.0,1.3802,0.5833,-0.0746,0.3977,1
1057,1066,945549,945557,52,11,8,5035,81,126,1360,1,0,300,0.4324,0.2778,0.8889,0.0066,0.8182,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2435,0.1773,1
626,643,1969029,1969068,365,39,40,39229,91,126,1710,1,0,100,0.7322,0.4495,0.4359,0.0099,0.4359,0.975,1.0,2.5623,1.2305,1.5911,0.5641,-0.1603,0.9172,1
203,220,105382,105408,188,43,36,17560,86,101,1392,0,1,220,0.2917,0.5747,0.6539,0.0122,0.3954,0.7222,1.0,2.2742,1.2305,1.415,0.3462,-0.2703,0.7174,1
5,21,1108621,1108641,217,18,23,22124,53,125,1373,0,1,40,0.0073,0.3219,0.8,0.0116,0.8889,0.8696,1.0,2.3365,1.2041,1.301,0.2,-0.2035,0.5296,1
621,633,2076516,2076679,969,124,163,103558,92,141,1364,0,1,100,0.9106,0.5046,0.0736,0.0088,0.0968,1.0,1.0,2.9863,1.0792,2.2122,0.9264,-0.1651,1.0,1
39,216,1693992,1694059,6679,288,156,691010,36,124,1358,0,1,40,0.0574,0.4368,0.3785,0.1303,0.6146,0.4295,0.0,3.8247,2.248,1.8261,-0.6215,-0.1917,1.0,0
782,804,798878,798912,576,34,34,61342,84,133,1362,0,1,40,0.8194,0.2299,0.6471,0.0161,0.6471,1.0,1.0,2.7604,1.3424,1.5315,0.3529,-0.168,0.9513,1
338,348,2032058,2032067,57,11,9,6135,89,127,1364,1,0,70,0.4956,0.3667,0.9,0.0073,0.9091,1.0,0.0,1.7559,1.0,0.9542,-0.1,-0.1591,0.1954,1
1033,1050,181432,181441,75,28,15,10500,134,149,1664,0,1,40,0.738,0.5098,0.5294,0.0102,0.6071,0.6,0.0,1.8751,1.2305,0.9542,-0.4706,0.0938,0.2699,1
1330,1334,1668998,1669028,73,15,30,8549,109,127,1358,0,1,40,0.0353,0.3917,0.1333,0.003,0.2667,1.0,1.0,1.8633,0.6021,1.4771,0.8667,-0.0851,0.2288,1
41,191,1540695,1540855,12260,660,378,1424210,33,141,1402,0,1,40,0.0585,0.4892,0.9375,0.107,0.2273,0.4233,1.0,4.0885,2.1761,2.2041,0.0625,-0.0924,1.0,0
123,140,1477978,1477986,69,19,12,8701,113,142,1652,1,0,100,0.1489,0.4927,0.4706,0.0103,0.8947,0.6667,0.0,1.8389,1.2305,0.9031,-0.5294,-0.0148,0.2482,1
1,16,55572,55629,370,48,62,39293,27,119,1353,0,1,120,0.0015,0.5673,0.2632,0.0111,0.3125,0.9194,1.0,2.5682,1.1761,1.7559,0.7368,-0.1703,0.9755,1
41,218,1473977,1474044,7017,274,156,723789,36,125,1358,0,1,40,0.0604,0.4083,0.3785,0.1303,0.646,0.4295,0.0,3.8461,2.248,1.8261,-0.6215,-0.1942,1.0,0
196,209,652754,652766,54,22,22,6470,110,129,1467,1,0,100,0.2672,0.6539,0.9231,0.0089,0.5909,0.5454,0.0,1.7324,1.1139,1.0792,-0.0769,-0.064,0.2739,1
50,71,143784,143858,578,73,90,67901,100,132,1353,0,1,120,0.0739,0.6281,0.2838,0.0155,0.2877,0.8222,1.0,2.7619,1.3222,1.8692,0.7162,-0.0822,0.9998,1
123,132,189105,189141,145,18,39,20557,132,151,1353,0,1,100,0.1818,0.5525,0.25,0.0066,0.5,0.9231,1.0,2.1614,0.9542,1.5563,0.75,0.1076,0.5362,1
265,297,492514,492654,2293,107,140,217759,82,116,1353,0,1,300,0.3917,0.4882,0.2286,0.0236,0.2991,1.0,1.0,3.3604,1.5051,2.1461,0.7714,-0.2581,1.0,1
41,218,2840169,2840236,6503,264,135,677593,40,124,1358,0,1,40,0.0604,0.4516,0.3785,0.1303,0.6704,0.4963,0.0,3.8131,2.248,1.8261,-0.6215,-0.186,1.0,0
43,186,143167,143219,4403,215,115,457632,38,126,1360,0,1,40,0.0632,0.4079,0.3636,0.1051,0.6651,0.4522,0.0,3.6437,2.1553,1.716,-0.6364,-0.188,1.0,0
507,517,399348,399363,116,10,15,11910,75,123,1687,1,0,80,0.6011,0.2267,0.6667,0.0059,1.0,1.0,1.0,2.0645,1.0,1.1761,0.3333,-0.1979,0.266,1
1705,1713,389963,389978,102,9,15,8359,70,95,1715,0,1,50,0.0023,0.15,0.5333,0.0047,0.8889,1.0,1.0,2.0086,0.9031,1.1761,0.4667,-0.3598,0.2288,1
239,268,182093,182154,703,123,87,71130,63,111,1692,0,1,300,0.2825,0.6026,0.4754,0.0171,0.2358,0.7012,1.0,2.847,1.4624,1.7853,0.5246,-0.2095,0.9999,1
902,936,31494,31567,1111,62,74,96340,50,108,1627,0,1,40,0.8494,0.5524,0.4658,0.0209,0.5484,0.9865,1.0,3.0457,1.5315,1.8633,0.5343,-0.3225,1.0,1
621,632,2046094,2046183,495,67,90,56735,99,143,1364,0,1,100,0.9106,0.4944,0.1236,0.0081,0.1642,0.9889,1.0,2.6946,1.0414,1.9494,0.8764,-0.1046,0.9891,1
1343,1351,46714,46725,56,11,11,5729,90,117,1362,1,0,70,0.0161,0.3636,0.7273,0.0059,0.7273,1.0,1.0,1.7482,0.9031,1.0414,0.2727,-0.2007,0.1934,1
39,212,1299230,1299402,11875,657,387,1375431,32,143,1398,0,1,40,0.0558,0.6009,0.9942,0.1238,0.2633,0.4444,0.0,4.0746,2.238,2.2355,-0.0058,-0.0951,1.0,0
41,218,897989,898132,14949,720,469,1734628,27,142,1400,0,1,40,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,0.0,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0,0
62,75,424657,424662,35,13,6,4606,125,143,1362,0,1,180,0.091,0.4615,0.3846,0.0095,1.0,0.8333,0.0,1.5441,1.1139,0.699,-0.6154,0.0281,0.1706,1
4,13,409986,410023,213,17,37,24476,96,134,1687,0,1,200,0.0047,0.3604,0.2432,0.0053,0.5294,1.0,1.0,2.3284,0.9542,1.5682,0.7568,-0.1023,0.5511,1
1543,1562,1312943,1312948,51,21,9,5843,102,127,1652,1,0,69,0.109,0.4632,0.2632,0.0115,0.9048,0.5556,0.0,1.7076,1.2787,0.699,-0.7368,-0.1049,0.2007,1
867,1104,949655,949669,1695,247,106,197365,103,132,1668,0,1,40,0.6763,0.4891,0.0591,0.1421,0.9595,0.1321,0.0,3.2292,2.3747,1.1461,-0.9409,-0.0903,1.0,1
263,297,2555025,2555028,86,34,7,11010,52,191,1690,1,0,70,0.3112,0.1569,0.0882,0.0201,1.0,0.4286,0.0,1.9345,1.5315,0.4771,-0.9118,0.0002,0.2083,1
41,217,1040020,1040199,15050,867,541,1751637,21,141,1400,0,1,40,0.0586,0.5223,0.9832,0.1257,0.203,0.3309,1.0,4.1775,2.2455,2.2529,0.0168,-0.0907,1.0,0
1444,1457,5996730,5996739,79,19,11,10188,116,140,1648,1,0,69,0.2318,0.3248,0.6923,0.0079,0.6842,0.8182,0.0,1.8976,1.1139,0.9542,-0.3077,0.0075,0.2253,1
1084,1097,185575,185588,108,16,17,21840,195,212,1387,0,1,40,0.4182,0.3609,1.0,0.0094,0.8125,0.7647,0.5,2.0334,1.1139,1.1139,0.0,0.5799,0.2914,0
797,831,735496,735528,337,57,43,43551,119,143,1362,0,1,50,0.7797,0.6903,0.9412,0.025,0.5965,0.7442,0.0,2.5276,1.5315,1.5051,-0.0588,0.0096,0.9947,1
39,212,862475,862693,17357,794,495,2034432,27,142,1400,0,1,40,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,1.0,4.2395,2.238,2.3385,0.2064,-0.0843,1.0,0
1,222,486069,486291,22554,999,605,2712104,27,150,1400,0,1,40,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,0
230,332,119716,119826,5665,405,216,499944,36,118,1666,0,1,40,0.2761,0.4951,0.9273,0.0612,0.2519,0.5093,1.0,3.7532,2.0086,2.0414,0.0727,-0.3105,1.0,0
39,217,2265307,2265372,6185,313,158,640970,41,119,1358,0,1,40,0.0574,0.4654,0.3652,0.1311,0.5687,0.4114,0.0,3.7913,2.2504,1.8129,-0.6348,-0.1904,1.0,0
1589,1601,3051375,3051391,87,33,19,10070,108,127,1690,0,1,70,0.1053,0.5469,0.75,0.0071,0.3636,0.8421,1.0,1.9395,1.0792,1.2041,0.25,-0.0957,0.3241,1
1068,1077,188817,188826,60,12,11,6735,99,127,1687,1,0,70,0.7232,0.2593,1.0,0.0053,0.75,0.8182,0.5,1.7781,0.9542,0.9542,0.0,-0.123,0.1862,1
39,196,931074,931135,5885,249,136,610139,40,127,1358,0,1,40,0.0574,0.3855,0.3885,0.1156,0.6305,0.4485,0.0,3.7698,2.1959,1.7853,-0.6115,-0.19,1.0,0
41,216,2943077,2943144,6882,274,131,723207,48,124,1358,0,1,40,0.0604,0.413,0.3829,0.1289,0.6387,0.5114,0.0,3.8377,2.243,1.8261,-0.6171,-0.179,1.0,0
39,191,2300567,2300643,5957,289,166,637883,48,135,1404,0,1,40,0.0556,0.4843,0.5,0.1083,0.526,0.4578,0.0,3.775,2.1818,1.8808,-0.5,-0.1634,1.0,0
804,817,151240,151265,133,32,25,16759,114,134,1372,0,1,40,0.809,0.5908,0.52,0.0095,0.4063,1.0,1.0,2.1239,1.1139,1.3979,0.48,-0.0156,0.5378,1
41,216,2985655,2985724,7003,252,138,734568,40,127,1356,0,1,40,0.0605,0.42,0.3943,0.1291,0.6944,0.5,0.0,3.8453,2.243,1.8389,-0.6057,-0.1805,1.0,0
39,225,919301,919496,17810,763,456,2094532,25,142,1398,0,1,40,0.0558,0.509,0.9538,0.133,0.2438,0.4276,1.0,4.2507,2.2695,2.29,0.0461,-0.0812,1.0,0
93,171,2410724,2410794,2027,255,129,259127,118,141,1402,0,1,40,0.1327,0.6288,0.8974,0.0556,0.3059,0.5426,0.0,3.3068,1.8921,1.8451,-0.1026,-0.0013,1.0,0
39,196,441418,441483,6213,210,123,649441,55,124,1356,0,1,40,0.0575,0.3912,0.414,0.1158,0.7476,0.5285,0.0,3.7933,2.1959,1.8129,-0.586,-0.1834,1.0,0
300,312,2665729,2665742,124,12,14,13351,85,125,1656,1,0,100,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,2.0934,1.0792,1.1139,0.0769,-0.1588,0.2739,1
1392,1415,1215744,1215749,82,23,6,10827,123,141,1630,1,0,100,0.2638,0.287,0.2174,0.0141,1.0,0.8333,0.0,1.9138,1.3617,0.699,-0.7826,0.0315,0.223,1
41,221,4358896,4358964,6294,289,160,661448,43,124,1358,0,1,40,0.0604,0.4858,0.3778,0.1326,0.6228,0.425,0.0,3.7989,2.2553,1.8325,-0.6222,-0.179,1.0,0
1023,1033,403757,403767,53,14,11,4834,79,116,1358,1,0,300,0.4787,0.47,1.0,0.0074,0.7143,0.9091,0.5,1.7243,1.0,1.0,0.0,-0.2874,0.2061,1
1257,1275,180920,180939,160,55,32,19189,112,135,1356,0,1,40,0.1195,0.5322,0.9474,0.0133,0.3273,0.5938,1.0,2.2041,1.2553,1.2787,0.0526,-0.063,0.5659,1
1386,1401,1299250,1299257,53,20,12,6554,113,141,1710,1,0,100,0.3614,0.4952,0.4667,0.0088,0.75,0.5833,0.0,1.7243,1.1761,0.8451,-0.5333,-0.0339,0.2116,1
617,623,2163461,2163487,104,25,26,11941,106,127,1364,0,1,100,0.9047,0.3333,0.2308,0.0044,0.24,1.0,1.0,2.017,0.7782,1.415,0.7692,-0.103,0.2739,1
1170,1182,61060,61074,126,12,14,14727,103,127,1353,0,1,185,0.2528,0.25,0.8571,0.0089,1.0,1.0,1.0,2.1004,1.0792,1.1461,0.1429,-0.0869,0.2901,1
41,214,1775604,1775675,6686,273,132,687345,36,124,1356,0,1,40,0.0605,0.4557,0.4104,0.1276,0.6337,0.5379,0.0,3.8252,2.238,1.8513,-0.5896,-0.1969,1.0,0
41,212,2421444,2421508,5544,295,159,579951,43,125,1358,0,1,40,0.0604,0.4934,0.3743,0.1259,0.5797,0.4025,0.0,3.7438,2.233,1.8062,-0.6257,-0.1827,1.0,0
1206,1216,1802452,1802460,67,11,8,7164,92,124,1362,1,0,120,0.2144,0.1625,0.8,0.0073,0.9091,1.0,0.0,1.8261,1.0,0.9031,-0.2,-0.1646,0.1852,1
852,860,222646,222657,69,8,11,13099,164,205,1387,0,1,40,0.7599,0.2159,0.7273,0.0058,1.0,1.0,1.0,1.8389,0.9031,1.0414,0.2727,0.4831,0.1934,0
41,213,2290146,2290212,5753,291,160,602131,40,125,1358,0,1,40,0.0604,0.4932,0.3837,0.1267,0.5911,0.4125,0.0,3.7599,2.2355,1.8195,-0.6163,-0.1823,1.0,0
1591,1608,4345277,4345283,77,18,11,9329,112,134,1650,1,0,69,0.0509,0.2451,0.3529,0.0103,0.9444,0.5454,0.0,1.8865,1.2305,0.7782,-0.6471,-0.0535,0.2083,1
41,219,2275954,2276025,6454,310,145,675659,40,127,1358,0,1,40,0.0604,0.4893,0.3989,0.1311,0.5742,0.4897,0.0,3.8098,2.2504,1.8513,-0.6011,-0.1821,1.0,0
1013,1032,3552722,3552733,168,19,11,15757,61,124,1360,1,0,200,0.4823,0.1962,0.5789,0.014,1.0,1.0,0.0,2.2253,1.2787,1.0414,-0.4211,-0.2673,0.3494,1
41,224,1370247,1370411,11535,758,419,1327403,23,141,1400,0,1,40,0.0586,0.6156,0.8962,0.1307,0.2414,0.3914,0.0,4.062,2.2624,2.2148,-0.1038,-0.101,1.0,0
1240,1252,127346,127368,155,25,28,24156,145,167,1353,0,1,100,0.1493,0.4129,0.5454,0.0089,0.48,0.7857,1.0,2.1903,1.0792,1.3424,0.4545,0.2175,0.4366,1
235,251,103892,103932,297,48,42,28658,89,108,1692,0,1,300,0.2778,0.5359,0.4,0.0095,0.3333,0.9524,1.0,2.4728,1.2041,1.6021,0.6,-0.2462,0.9048,1
138,151,1733458,1733471,102,15,13,10855,95,118,1650,1,0,70,0.1673,0.3965,1.0,0.0079,0.8667,1.0,0.5,2.0086,1.1139,1.1139,0.0,-0.1686,0.2914,1
1199,1207,585934,585950,90,13,16,11422,114,141,1354,0,1,40,0.2171,0.2969,0.5,0.0059,0.6154,1.0,1.0,1.9542,0.9031,1.2041,0.5,-0.0085,0.2384,1
980,992,508236,508253,74,22,18,6859,80,116,1358,1,0,300,0.539,0.6373,0.7059,0.0088,0.5454,0.9444,1.0,1.8692,1.0792,1.2305,0.2941,-0.2759,0.3419,1
547,588,2084580,2084619,860,57,44,95173,91,132,1708,1,0,100,0.6405,0.4622,0.9512,0.024,0.7193,0.8864,0.0,2.9345,1.6128,1.5911,-0.0488,-0.1354,0.9998,1
41,218,2134009,2134076,6277,286,147,647965,40,126,1358,0,1,40,0.0604,0.4707,0.3785,0.1303,0.6189,0.4558,0.0,3.7977,2.248,1.8261,-0.6215,-0.1935,1.0,0
640,650,629605,629613,64,12,8,7197,91,134,1656,1,0,80,0.7729,0.2,0.8,0.006,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1215,0.1852,1
15,31,991553,991569,151,21,18,16849,104,119,1387,0,1,40,0.0216,0.4102,1.0,0.0115,0.7619,0.8889,0.5,2.179,1.2041,1.2041,0.0,-0.1283,0.4235,1
41,210,2556287,2556352,6234,219,125,649139,43,124,1358,0,1,40,0.0604,0.4325,0.3846,0.1244,0.7717,0.52,0.0,3.7948,2.2279,1.8129,-0.6154,-0.1865,1.0,0
1245,1254,1779008,1779024,84,13,16,9791,104,130,1362,1,0,120,0.1586,0.4167,0.5625,0.0066,0.6923,1.0,1.0,1.9243,0.9542,1.2041,0.4375,-0.0894,0.2583,1
1005,1012,53568,53593,83,16,27,14187,161,181,1353,0,1,200,0.5041,0.5257,0.28,0.0052,0.4375,0.9259,1.0,1.9191,0.8451,1.3979,0.72,0.3354,0.2998,1
1641,1666,1606625,1606671,652,49,48,56018,73,108,1688,1,0,70,0.0261,0.433,0.5435,0.0148,0.5102,0.9583,1.0,2.8142,1.3979,1.6628,0.4565,-0.3288,0.9965,1
550,558,1154994,1155025,190,22,31,21326,95,133,1362,0,1,175,0.8076,0.2339,0.2581,0.0059,0.3636,1.0,1.0,2.2787,0.9031,1.4914,0.7419,-0.1231,0.4106,1
154,169,260124,260136,75,27,17,9948,125,143,1364,0,1,40,0.2258,0.5833,0.8,0.011,0.5556,0.7059,0.0,1.8751,1.1761,1.0792,-0.2,0.0362,0.3068,1
2,8,448681,448720,137,18,39,18013,121,143,1687,0,1,200,0.0024,0.4145,0.1539,0.0036,0.3333,1.0,1.0,2.1367,0.7782,1.5911,0.8461,0.0272,0.3882,1
732,793,78207,78276,2358,104,101,233778,49,124,1387,0,1,40,0.8565,0.4398,0.8841,0.044,0.5865,0.6832,1.0,3.3725,1.7853,1.8389,0.1159,-0.2254,1.0,0
83,92,2519944,2519955,55,13,12,6782,114,135,1354,1,0,70,0.1226,0.4444,0.8182,0.0066,0.6923,0.9167,1.0,1.7404,0.9542,1.0414,0.1818,-0.0366,0.2051,1
48,174,260349,260396,3661,184,87,380538,43,127,1358,0,1,40,0.0707,0.3818,0.373,0.0928,0.6848,0.5402,0.0,3.5636,2.1004,1.6721,-0.627,-0.1879,1.0,0
